REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2026/07/04 23:15:00,6174.96,94.10,TRADE
QLD1,2026/07/04 23:20:00,6181.65,81.10,TRADE
QLD1,2026/07/04 23:25:00,6087.12,83.21,TRADE
QLD1,2026/07/04 23:30:00,6133.37,79.43,TRADE
QLD1,2026/07/04 23:35:00,6105.16,87.74,TRADE
QLD1,2026/07/04 23:40:00,6083.37,84.50,TRADE
QLD1,2026/07/04 23:45:00,6090.3,82.38,TRADE
QLD1,2026/07/04 23:50:00,6049.03,77.03,TRADE
QLD1,2026/07/04 23:55:00,6025.08,73,TRADE
QLD1,2026/07/05 00:00:00,5981.99,77.31,TRADE
QLD1,2026/07/05 00:05:00,5970.08,84.50,TRADE
QLD1,2026/07/05 00:10:00,5908.73,85.23,TRADE
QLD1,2026/07/05 00:15:00,5858.99,85.38,TRADE
QLD1,2026/07/05 00:20:00,5800.14,84.50,TRADE
QLD1,2026/07/05 00:25:00,5839.27,84.80,TRADE
QLD1,2026/07/05 00:30:00,5824.48,84.78,TRADE
QLD1,2026/07/05 00:35:00,5803.6,86.28,TRADE
QLD1,2026/07/05 00:40:00,5702.34,84.76,TRADE
QLD1,2026/07/05 00:45:00,5737.47,83.10,TRADE
QLD1,2026/07/05 00:50:00,5713.41,82.17,TRADE
QLD1,2026/07/05 00:55:00,5707,73.55,TRADE
QLD1,2026/07/05 01:00:00,5668.46,71.63,TRADE
QLD1,2026/07/05 01:05:00,5685.29,86.98,TRADE
QLD1,2026/07/05 01:10:00,5674.91,84.26,TRADE
QLD1,2026/07/05 01:15:00,5644.99,74.51,TRADE
QLD1,2026/07/05 01:20:00,5653.15,73.87,TRADE
QLD1,2026/07/05 01:25:00,5619.18,72.50,TRADE
QLD1,2026/07/05 01:30:00,5665.08,72.50,TRADE
QLD1,2026/07/05 01:35:00,5633.03,74.51,TRADE
QLD1,2026/07/05 01:40:00,5597.62,71.13,TRADE
QLD1,2026/07/05 01:45:00,5551.8,72.50,TRADE
QLD1,2026/07/05 01:50:00,5563.88,69.45,TRADE
QLD1,2026/07/05 01:55:00,5548.18,70.64,TRADE
QLD1,2026/07/05 02:00:00,5539.93,68.56,TRADE
QLD1,2026/07/05 02:05:00,5498,64.55,TRADE
QLD1,2026/07/05 02:10:00,5557.8,69.34,TRADE
QLD1,2026/07/05 02:15:00,5568.85,74.10,TRADE
QLD1,2026/07/05 02:20:00,5525.16,64.57,TRADE
QLD1,2026/07/05 02:25:00,5467.35,57.91,TRADE
QLD1,2026/07/05 02:30:00,5533.84,64.99,TRADE
QLD1,2026/07/05 02:35:00,5501.96,69.70,TRADE
QLD1,2026/07/05 02:40:00,5529.07,72.50,TRADE
QLD1,2026/07/05 02:45:00,5512.52,56.36,TRADE
QLD1,2026/07/05 02:50:00,5508.93,64.57,TRADE
QLD1,2026/07/05 02:55:00,5514.18,64.98,TRADE
QLD1,2026/07/05 03:00:00,5517.55,58.59,TRADE
QLD1,2026/07/05 03:05:00,5435.26,65.33,TRADE
QLD1,2026/07/05 03:10:00,5513.47,74.50,TRADE
QLD1,2026/07/05 03:15:00,5515.05,72.50,TRADE
QLD1,2026/07/05 03:20:00,5474.85,58.51,TRADE
QLD1,2026/07/05 03:25:00,5520.66,59.29,TRADE
QLD1,2026/07/05 03:30:00,5495.07,59.97,TRADE
QLD1,2026/07/05 03:35:00,5461.72,65.77,TRADE
QLD1,2026/07/05 03:40:00,5425.97,64.92,TRADE
QLD1,2026/07/05 03:45:00,5456.84,77.49,TRADE
QLD1,2026/07/05 03:50:00,5433.06,59.92,TRADE
QLD1,2026/07/05 03:55:00,5424.88,60.36,TRADE
QLD1,2026/07/05 04:00:00,5432.81,79.91,TRADE
QLD1,2026/07/05 04:05:00,5472.65,72.50,TRADE
QLD1,2026/07/05 04:10:00,5465.15,59.63,TRADE
QLD1,2026/07/05 04:15:00,5476.65,81.31,TRADE
QLD1,2026/07/05 04:20:00,5499,74.97,TRADE
QLD1,2026/07/05 04:25:00,5538.65,52.02,TRADE
QLD1,2026/07/05 04:30:00,5506.54,53.75,TRADE
QLD1,2026/07/05 04:35:00,5475.09,67.23,TRADE
QLD1,2026/07/05 04:40:00,5540.24,66.95,TRADE
QLD1,2026/07/05 04:45:00,5488.02,44.93,TRADE
QLD1,2026/07/05 04:50:00,5560.79,51.13,TRADE
QLD1,2026/07/05 04:55:00,5570.27,61.70,TRADE
QLD1,2026/07/05 05:00:00,5575.2,63.20,TRADE
QLD1,2026/07/05 05:05:00,5551.47,63.18,TRADE
QLD1,2026/07/05 05:10:00,5589.3,62.81,TRADE
QLD1,2026/07/05 05:15:00,5594.34,61.31,TRADE
QLD1,2026/07/05 05:20:00,5625.52,61.97,TRADE
QLD1,2026/07/05 05:25:00,5667.79,55.76,TRADE
QLD1,2026/07/05 05:30:00,5657.12,62,TRADE
QLD1,2026/07/05 05:35:00,5674.09,62.40,TRADE
QLD1,2026/07/05 05:40:00,5709,63.71,TRADE
QLD1,2026/07/05 05:45:00,5723.08,53.75,TRADE
QLD1,2026/07/05 05:50:00,5678.89,51.90,TRADE
QLD1,2026/07/05 05:55:00,5685.2,62.87,TRADE
QLD1,2026/07/05 06:00:00,5784.98,53.75,TRADE
QLD1,2026/07/05 06:05:00,5772,52,TRADE
QLD1,2026/07/05 06:10:00,5754.08,66.18,TRADE
QLD1,2026/07/05 06:15:00,5805.33,70.79,TRADE
QLD1,2026/07/05 06:20:00,5863.73,72.26,TRADE
QLD1,2026/07/05 06:25:00,5868.97,71.28,TRADE
QLD1,2026/07/05 06:30:00,5872.37,72.31,TRADE
QLD1,2026/07/05 06:35:00,5915.17,56.97,TRADE
QLD1,2026/07/05 06:40:00,6013.31,72.50,TRADE
QLD1,2026/07/05 06:45:00,5976.67,75.78,TRADE
QLD1,2026/07/05 06:50:00,6048.02,79.87,TRADE
QLD1,2026/07/05 06:55:00,6084.03,81.18,TRADE
QLD1,2026/07/05 07:00:00,6082.63,79.63,TRADE
QLD1,2026/07/05 07:05:00,6032.06,78.73,TRADE
QLD1,2026/07/05 07:10:00,6103.89,79.41,TRADE
QLD1,2026/07/05 07:15:00,6056.07,76.71,TRADE
QLD1,2026/07/05 07:20:00,6050.11,77.26,TRADE
QLD1,2026/07/05 07:25:00,5995.09,74.34,TRADE
QLD1,2026/07/05 07:30:00,5945.41,72.49,TRADE
QLD1,2026/07/05 07:35:00,5926.88,55.26,TRADE
QLD1,2026/07/05 07:40:00,5861.5,6.81,TRADE
QLD1,2026/07/05 07:45:00,5808.02,6.81,TRADE
QLD1,2026/07/05 07:50:00,5735.31,2.78,TRADE
QLD1,2026/07/05 07:55:00,5732.36,11.81,TRADE
QLD1,2026/07/05 08:00:00,5730.42,6.81,TRADE
QLD1,2026/07/05 08:05:00,5537.2,6.73,TRADE
QLD1,2026/07/05 08:10:00,5610.94,19.75,TRADE
QLD1,2026/07/05 08:15:00,5493.12,24.81,TRADE
QLD1,2026/07/05 08:20:00,5461.48,5.30,TRADE
QLD1,2026/07/05 08:25:00,5392.34,2.78,TRADE
QLD1,2026/07/05 08:30:00,5378.04,2.78,TRADE
QLD1,2026/07/05 08:35:00,5262.45,2.77,TRADE
QLD1,2026/07/05 08:40:00,5259.74,5.30,TRADE
QLD1,2026/07/05 08:45:00,5208.52,2.78,TRADE
QLD1,2026/07/05 08:50:00,5139.08,2.77,TRADE
QLD1,2026/07/05 08:55:00,5123.29,2.78,TRADE
QLD1,2026/07/05 09:00:00,4966.9,2.77,TRADE
QLD1,2026/07/05 09:05:00,5054.56,2.77,TRADE
QLD1,2026/07/05 09:10:00,4981.56,2.77,TRADE
QLD1,2026/07/05 09:15:00,4930.45,2.77,TRADE
QLD1,2026/07/05 09:20:00,4868.51,2.78,TRADE
QLD1,2026/07/05 09:25:00,4774.07,2.77,TRADE
QLD1,2026/07/05 09:30:00,4665.93,2.77,TRADE
QLD1,2026/07/05 09:35:00,4661.46,1.71,TRADE
QLD1,2026/07/05 09:40:00,4647.77,0.01,TRADE
QLD1,2026/07/05 09:45:00,4531.94,-1.33,TRADE
QLD1,2026/07/05 09:50:00,4537.39,0,TRADE
QLD1,2026/07/05 09:55:00,4427.18,0,TRADE
QLD1,2026/07/05 10:00:00,4371.23,-1.42,TRADE
QLD1,2026/07/05 10:05:00,4352.78,-1.31,TRADE
QLD1,2026/07/05 10:10:00,4319.6,0,TRADE
QLD1,2026/07/05 10:15:00,4312.89,-1.31,TRADE
QLD1,2026/07/05 10:20:00,4248.25,-2.50,TRADE
QLD1,2026/07/05 10:25:00,4157.49,-2.50,TRADE
QLD1,2026/07/05 10:30:00,4176.83,-2.15,TRADE
QLD1,2026/07/05 10:35:00,4055.48,-2.91,TRADE
QLD1,2026/07/05 10:40:00,4038.08,-2.91,TRADE
QLD1,2026/07/05 10:45:00,4018.53,-3,TRADE
QLD1,2026/07/05 10:50:00,3953.23,-4.09,TRADE
QLD1,2026/07/05 10:55:00,3931.58,-2.91,TRADE
QLD1,2026/07/05 11:00:00,3890.65,-3,TRADE
QLD1,2026/07/05 11:05:00,3873.83,-4.09,TRADE
QLD1,2026/07/05 11:10:00,3980.33,-3,TRADE
QLD1,2026/07/05 11:15:00,3950.74,-5,TRADE
QLD1,2026/07/05 11:20:00,3961.03,-5,TRADE
QLD1,2026/07/05 11:25:00,4083.53,-3,TRADE
QLD1,2026/07/05 11:30:00,4008.04,-5.82,TRADE
QLD1,2026/07/05 11:35:00,3951.96,-4.09,TRADE
QLD1,2026/07/05 11:40:00,4066.97,-5.03,TRADE
QLD1,2026/07/05 11:45:00,4021.13,-5,TRADE
QLD1,2026/07/05 11:50:00,4039.58,-5.03,TRADE
QLD1,2026/07/05 11:55:00,4075.69,-5.03,TRADE
QLD1,2026/07/05 12:00:00,4056.78,-5.03,TRADE
QLD1,2026/07/05 12:05:00,4073.97,-5.29,TRADE
QLD1,2026/07/05 12:10:00,4043.84,-5.29,TRADE
QLD1,2026/07/05 12:15:00,4166.07,-5,TRADE
QLD1,2026/07/05 12:20:00,4108.09,-5.99,TRADE
QLD1,2026/07/05 12:25:00,4220.11,-5.86,TRADE
QLD1,2026/07/05 12:30:00,4194.49,-5.84,TRADE
QLD1,2026/07/05 12:35:00,4173.99,-5.29,TRADE
QLD1,2026/07/05 12:40:00,4103.36,-4.09,TRADE
QLD1,2026/07/05 12:45:00,4031.67,-7.01,TRADE
QLD1,2026/07/05 12:50:00,4047.99,-7.33,TRADE
QLD1,2026/07/05 12:55:00,4047.83,-7.33,TRADE
QLD1,2026/07/05 13:00:00,4112.82,-7.01,TRADE
QLD1,2026/07/05 13:05:00,4133.31,-6.81,TRADE
QLD1,2026/07/05 13:10:00,4248.95,-7.34,TRADE
QLD1,2026/07/05 13:15:00,4254.49,-7.33,TRADE
QLD1,2026/07/05 13:20:00,4302.94,-7.33,TRADE
QLD1,2026/07/05 13:25:00,4398.75,-6.81,TRADE
QLD1,2026/07/05 13:30:00,4532.16,-5,TRADE
QLD1,2026/07/05 13:35:00,4510.59,-5,TRADE
QLD1,2026/07/05 13:40:00,4551.26,-3,TRADE
QLD1,2026/07/05 13:45:00,4604.17,-2.91,TRADE
QLD1,2026/07/05 13:50:00,4698.29,-2.50,TRADE
QLD1,2026/07/05 13:55:00,4694.37,-2.50,TRADE
QLD1,2026/07/05 14:00:00,4694.45,-2.15,TRADE
QLD1,2026/07/05 14:05:00,4725.78,0,TRADE
QLD1,2026/07/05 14:10:00,4754.07,0.01,TRADE
QLD1,2026/07/05 14:15:00,4760.59,0,TRADE
QLD1,2026/07/05 14:20:00,4794.71,-2.15,TRADE
QLD1,2026/07/05 14:25:00,4870.07,0.01,TRADE
QLD1,2026/07/05 14:30:00,5081.86,39.75,TRADE
QLD1,2026/07/05 14:35:00,5068.91,0.01,TRADE
QLD1,2026/07/05 14:40:00,5145.13,0.01,TRADE
QLD1,2026/07/05 14:45:00,5230.92,42.43,TRADE
QLD1,2026/07/05 14:50:00,5357.86,50.86,TRADE
QLD1,2026/07/05 14:55:00,5383.28,0.01,TRADE
QLD1,2026/07/05 15:00:00,5439.01,40.38,TRADE
QLD1,2026/07/05 15:05:00,5483.67,24.99,TRADE
QLD1,2026/07/05 15:10:00,5544.57,33.36,TRADE
QLD1,2026/07/05 15:15:00,5648.27,20.08,TRADE
QLD1,2026/07/05 15:20:00,5743.66,24.81,TRADE
QLD1,2026/07/05 15:25:00,5748.21,24.99,TRADE
QLD1,2026/07/05 15:30:00,5866.21,43.01,TRADE
QLD1,2026/07/05 15:35:00,5946.14,24.99,TRADE
QLD1,2026/07/05 15:40:00,5984.55,36.50,TRADE
QLD1,2026/07/05 15:45:00,6036.73,39.75,TRADE
QLD1,2026/07/05 15:50:00,6111.28,62.77,TRADE
QLD1,2026/07/05 15:55:00,6175.17,68.85,TRADE
QLD1,2026/07/05 16:00:00,6292.19,68.94,TRADE
QLD1,2026/07/05 16:05:00,6265.49,53.50,TRADE
QLD1,2026/07/05 16:10:00,6367.75,65,TRADE
QLD1,2026/07/05 16:15:00,6479.1,72.50,TRADE
QLD1,2026/07/05 16:20:00,6470.43,70.79,TRADE
QLD1,2026/07/05 16:25:00,6596.36,79.69,TRADE
QLD1,2026/07/05 16:30:00,6630.61,85.23,TRADE
QLD1,2026/07/05 16:35:00,6818.9,84.50,TRADE
QLD1,2026/07/05 16:40:00,6836.72,90.01,TRADE
QLD1,2026/07/05 16:45:00,6895.69,84.50,TRADE
QLD1,2026/07/05 16:50:00,6972.94,82.96,TRADE
QLD1,2026/07/05 16:55:00,7059.66,89.02,TRADE
QLD1,2026/07/05 17:00:00,7065.78,94.51,TRADE
QLD1,2026/07/05 17:05:00,7109.95,86.01,TRADE
QLD1,2026/07/05 17:10:00,7124.51,84.35,TRADE
QLD1,2026/07/05 17:15:00,7217.05,90.01,TRADE
QLD1,2026/07/05 17:20:00,7238.61,90.01,TRADE
QLD1,2026/07/05 17:25:00,7269.97,90.03,TRADE
QLD1,2026/07/05 17:30:00,7401.62,90.03,TRADE
QLD1,2026/07/05 17:35:00,7399.35,90.01,TRADE
QLD1,2026/07/05 17:40:00,7423.51,90.01,TRADE
QLD1,2026/07/05 17:45:00,7497.83,90.01,TRADE
QLD1,2026/07/05 17:50:00,7490.88,90.01,TRADE
QLD1,2026/07/05 17:55:00,7536.69,90.01,TRADE
QLD1,2026/07/05 18:00:00,7491.81,90.30,TRADE
QLD1,2026/07/05 18:05:00,7413.34,93.07,TRADE
QLD1,2026/07/05 18:10:00,7429.32,90.03,TRADE
QLD1,2026/07/05 18:15:00,7463.09,90.01,TRADE
QLD1,2026/07/05 18:20:00,7469.36,90.01,TRADE
QLD1,2026/07/05 18:25:00,7466.72,90.03,TRADE
QLD1,2026/07/05 18:30:00,7414.67,90.03,TRADE
QLD1,2026/07/05 18:35:00,7336.87,87.31,TRADE
QLD1,2026/07/05 18:40:00,7363.56,86.01,TRADE
QLD1,2026/07/05 18:45:00,7330.11,90.01,TRADE
QLD1,2026/07/05 18:50:00,7358.26,86.01,TRADE
QLD1,2026/07/05 18:55:00,7304.47,87.67,TRADE
QLD1,2026/07/05 19:00:00,7257.1,88.62,TRADE
QLD1,2026/07/05 19:05:00,7292.04,90.01,TRADE
QLD1,2026/07/05 19:10:00,7223.82,86.90,TRADE
QLD1,2026/07/05 19:15:00,7228.81,86,TRADE
QLD1,2026/07/05 19:20:00,7162.53,86,TRADE
QLD1,2026/07/05 19:25:00,7127.87,86,TRADE
QLD1,2026/07/05 19:30:00,7106.53,85.05,TRADE
QLD1,2026/07/05 19:35:00,7038.12,83.63,TRADE
QLD1,2026/07/05 19:40:00,7002.67,85.38,TRADE
QLD1,2026/07/05 19:45:00,6994.51,82.40,TRADE
QLD1,2026/07/05 19:50:00,6987.2,83.96,TRADE
QLD1,2026/07/05 19:55:00,6984.71,81.11,TRADE
QLD1,2026/07/05 20:00:00,6923.98,80.08,TRADE
QLD1,2026/07/05 20:05:00,6859.95,82.72,TRADE
QLD1,2026/07/05 20:10:00,6938.78,80.06,TRADE
QLD1,2026/07/05 20:15:00,6873.84,79.75,TRADE
QLD1,2026/07/05 20:20:00,6871.86,80.08,TRADE
QLD1,2026/07/05 20:25:00,6814.35,80.08,TRADE
QLD1,2026/07/05 20:30:00,6804.49,82.72,TRADE
QLD1,2026/07/05 20:35:00,6800.3,80.06,TRADE
QLD1,2026/07/05 20:40:00,6911.64,82.72,TRADE
QLD1,2026/07/05 20:45:00,6923.99,76.43,TRADE
QLD1,2026/07/05 20:50:00,6890.51,80.06,TRADE
QLD1,2026/07/05 20:55:00,6925.86,76.51,TRADE
QLD1,2026/07/05 21:00:00,6826.16,78.73,TRADE
QLD1,2026/07/05 21:05:00,6825.09,78.73,TRADE
QLD1,2026/07/05 21:10:00,6812.85,78.73,TRADE
QLD1,2026/07/05 21:15:00,6797.56,73.91,TRADE
QLD1,2026/07/05 21:20:00,6801.23,73.45,TRADE
QLD1,2026/07/05 21:25:00,6814,78.73,TRADE
QLD1,2026/07/05 21:30:00,6732.61,72.01,TRADE
QLD1,2026/07/05 21:35:00,6725.82,78.73,TRADE
QLD1,2026/07/05 21:40:00,6723.83,80.08,TRADE
QLD1,2026/07/05 21:45:00,6716.06,78.73,TRADE
QLD1,2026/07/05 21:50:00,6684.89,71.30,TRADE
QLD1,2026/07/05 21:55:00,6640.27,71.30,TRADE
QLD1,2026/07/05 22:00:00,6606.05,71.47,TRADE
QLD1,2026/07/05 22:05:00,6497.67,81.17,TRADE
QLD1,2026/07/05 22:10:00,6517.42,71.30,TRADE
QLD1,2026/07/05 22:15:00,6473.07,75.93,TRADE
QLD1,2026/07/05 22:20:00,6444.03,71.30,TRADE
QLD1,2026/07/05 22:25:00,6374.82,65.19,TRADE
QLD1,2026/07/05 22:30:00,6297.85,69.84,TRADE
QLD1,2026/07/05 22:35:00,6300.77,71.30,TRADE
QLD1,2026/07/05 22:40:00,6240.73,77.05,TRADE
QLD1,2026/07/05 22:45:00,6199.81,53.75,TRADE
QLD1,2026/07/05 22:50:00,6272.54,55.35,TRADE
QLD1,2026/07/05 22:55:00,6169.02,69.30,TRADE
QLD1,2026/07/05 23:00:00,6099.77,75.75,TRADE
QLD1,2026/07/05 23:05:00,5996.1,69.15,TRADE
QLD1,2026/07/05 23:10:00,6124.23,74.01,TRADE
QLD1,2026/07/05 23:15:00,6011.09,69.18,TRADE
QLD1,2026/07/05 23:20:00,6002.72,69.60,TRADE
QLD1,2026/07/05 23:25:00,5954.33,72.41,TRADE
QLD1,2026/07/05 23:30:00,5915.68,56.70,TRADE
QLD1,2026/07/05 23:35:00,5977.47,68.27,TRADE
QLD1,2026/07/05 23:40:00,6013.33,68.30,TRADE
QLD1,2026/07/05 23:45:00,5932.36,57.99,TRADE
QLD1,2026/07/05 23:50:00,5935.61,58.37,TRADE
QLD1,2026/07/05 23:55:00,5860.39,67.66,TRADE
QLD1,2026/07/06 00:00:00,5883.9,67.77,TRADE
QLD1,2026/07/06 00:05:00,5782.9,53.75,TRADE
QLD1,2026/07/06 00:10:00,5826.76,76.40,TRADE
QLD1,2026/07/06 00:15:00,5748.68,84.50,TRADE
QLD1,2026/07/06 00:20:00,5725.35,67.23,TRADE
QLD1,2026/07/06 00:25:00,5700.42,64.24,TRADE
QLD1,2026/07/06 00:30:00,5649.25,63.27,TRADE
QLD1,2026/07/06 00:35:00,5606.31,72.50,TRADE
QLD1,2026/07/06 00:40:00,5674.65,74.51,TRADE
QLD1,2026/07/06 00:45:00,5638.05,74.71,TRADE
QLD1,2026/07/06 00:50:00,5676.26,61.41,TRADE
QLD1,2026/07/06 00:55:00,5626.33,75.93,TRADE
QLD1,2026/07/06 01:00:00,5582.09,46.76,TRADE
QLD1,2026/07/06 01:05:00,5571.98,56.70,TRADE
QLD1,2026/07/06 01:10:00,5580.78,67.23,TRADE
QLD1,2026/07/06 01:15:00,5494.48,80.92,TRADE
QLD1,2026/07/06 01:20:00,5526.9,53.75,TRADE
QLD1,2026/07/06 01:25:00,5503.02,56.70,TRADE
QLD1,2026/07/06 01:30:00,5492.47,61.88,TRADE
QLD1,2026/07/06 01:35:00,5471.39,43.79,TRADE
QLD1,2026/07/06 01:40:00,5497.47,56.70,TRADE
QLD1,2026/07/06 01:45:00,5516.03,67.23,TRADE
QLD1,2026/07/06 01:50:00,5423.08,56.70,TRADE
QLD1,2026/07/06 01:55:00,5409.62,43.57,TRADE
QLD1,2026/07/06 02:00:00,5441.92,60.68,TRADE
QLD1,2026/07/06 02:05:00,5403.67,67.76,TRADE
QLD1,2026/07/06 02:10:00,5405.97,57,TRADE
QLD1,2026/07/06 02:15:00,5442.2,45.72,TRADE
QLD1,2026/07/06 02:20:00,5375.1,67.23,TRADE
QLD1,2026/07/06 02:25:00,5441.52,73.53,TRADE
QLD1,2026/07/06 02:30:00,5442.62,53.75,TRADE
QLD1,2026/07/06 02:35:00,5451.84,46.11,TRADE
QLD1,2026/07/06 02:40:00,5410.93,53.75,TRADE
QLD1,2026/07/06 02:45:00,5428.24,64.31,TRADE
QLD1,2026/07/06 02:50:00,5442.54,52.15,TRADE
QLD1,2026/07/06 02:55:00,5387.75,47.53,TRADE
QLD1,2026/07/06 03:00:00,5432.48,64.57,TRADE
QLD1,2026/07/06 03:05:00,5457.79,64.57,TRADE
QLD1,2026/07/06 03:10:00,5427.32,49.53,TRADE
QLD1,2026/07/06 03:15:00,5403.53,62.04,TRADE
QLD1,2026/07/06 03:20:00,5416.2,69.38,TRADE
QLD1,2026/07/06 03:25:00,5451.83,74.37,TRADE
QLD1,2026/07/06 03:30:00,5523.17,63.36,TRADE
QLD1,2026/07/06 03:35:00,5454.6,58.42,TRADE
QLD1,2026/07/06 03:40:00,5502.86,63.16,TRADE
QLD1,2026/07/06 03:45:00,5450.19,62.31,TRADE
QLD1,2026/07/06 03:50:00,5456.37,61.24,TRADE
QLD1,2026/07/06 03:55:00,5463.19,53.75,TRADE
QLD1,2026/07/06 04:00:00,5522.48,58.76,TRADE
QLD1,2026/07/06 04:05:00,5454.26,60.45,TRADE
QLD1,2026/07/06 04:10:00,5601.62,69.10,TRADE
QLD1,2026/07/06 04:15:00,5567.17,56.70,TRADE
QLD1,2026/07/06 04:20:00,5562.15,45.72,TRADE
QLD1,2026/07/06 04:25:00,5611.87,53.75,TRADE
QLD1,2026/07/06 04:30:00,5570.76,61.57,TRADE
QLD1,2026/07/06 04:35:00,5632.51,56.70,TRADE
QLD1,2026/07/06 04:40:00,5642.11,45.85,TRADE
QLD1,2026/07/06 04:45:00,5676.51,49.19,TRADE
QLD1,2026/07/06 04:50:00,5720.95,59.78,TRADE
QLD1,2026/07/06 04:55:00,5698.25,50.74,TRADE
QLD1,2026/07/06 05:00:00,5737.12,49.61,TRADE
QLD1,2026/07/06 05:05:00,5768.96,64.11,TRADE
QLD1,2026/07/06 05:10:00,5825.16,67.23,TRADE
QLD1,2026/07/06 05:15:00,5900.15,65.97,TRADE
QLD1,2026/07/06 05:20:00,5913.13,72.50,TRADE
QLD1,2026/07/06 05:25:00,5935.05,75.24,TRADE
QLD1,2026/07/06 05:30:00,5948.58,75.15,TRADE
QLD1,2026/07/06 05:35:00,5977.42,68.32,TRADE
QLD1,2026/07/06 05:40:00,6003.28,76.60,TRADE
QLD1,2026/07/06 05:45:00,6063.94,79.69,TRADE
QLD1,2026/07/06 05:50:00,6129.29,84.29,TRADE
QLD1,2026/07/06 05:55:00,6165.51,79.69,TRADE
QLD1,2026/07/06 06:00:00,6163.84,86,TRADE
QLD1,2026/07/06 06:05:00,6286.69,78.09,TRADE
QLD1,2026/07/06 06:10:00,6296.33,82.11,TRADE
QLD1,2026/07/06 06:15:00,6406.45,86.73,TRADE
QLD1,2026/07/06 06:20:00,6402.86,90.01,TRADE
QLD1,2026/07/06 06:25:00,6453.05,84.50,TRADE
QLD1,2026/07/06 06:30:00,6541.61,81.81,TRADE
QLD1,2026/07/06 06:35:00,6522.12,84.67,TRADE
QLD1,2026/07/06 06:40:00,6550.77,90.01,TRADE
QLD1,2026/07/06 06:45:00,6669.41,88.34,TRADE
QLD1,2026/07/06 06:50:00,6720.41,90.01,TRADE
QLD1,2026/07/06 06:55:00,6812.08,90.01,TRADE
QLD1,2026/07/06 07:00:00,6721.5,85.38,TRADE
QLD1,2026/07/06 07:05:00,6725.65,90.01,TRADE
QLD1,2026/07/06 07:10:00,6808.77,89.28,TRADE
QLD1,2026/07/06 07:15:00,6836.08,90.01,TRADE
QLD1,2026/07/06 07:20:00,6843.65,90.01,TRADE
QLD1,2026/07/06 07:25:00,6783.53,90.01,TRADE
QLD1,2026/07/06 07:30:00,6756.36,82.44,TRADE
QLD1,2026/07/06 07:35:00,6726.18,90.01,TRADE
QLD1,2026/07/06 07:40:00,6646.43,83.89,TRADE
QLD1,2026/07/06 07:45:00,6652.39,82.83,TRADE
QLD1,2026/07/06 07:50:00,6614.32,86.08,TRADE
QLD1,2026/07/06 07:55:00,6526.35,84.50,TRADE
QLD1,2026/07/06 08:00:00,6575.05,75.39,TRADE
QLD1,2026/07/06 08:05:00,6438.74,70.26,TRADE
QLD1,2026/07/06 08:10:00,6422.29,77.19,TRADE
QLD1,2026/07/06 08:15:00,6459.69,81.99,TRADE
QLD1,2026/07/06 08:20:00,6355.33,57.91,TRADE
QLD1,2026/07/06 08:25:00,6313.87,55.72,TRADE
QLD1,2026/07/06 08:30:00,6325.08,46.67,TRADE
QLD1,2026/07/06 08:35:00,6351.67,56.70,TRADE
QLD1,2026/07/06 08:40:00,6270.86,57.51,TRADE
QLD1,2026/07/06 08:45:00,6226.71,45.58,TRADE
QLD1,2026/07/06 08:50:00,6187.98,43.36,TRADE
QLD1,2026/07/06 08:55:00,6172.2,53.75,TRADE
QLD1,2026/07/06 09:00:00,6112.82,56.70,TRADE
QLD1,2026/07/06 09:05:00,6076.98,45.72,TRADE
QLD1,2026/07/06 09:10:00,6042.6,43.01,TRADE
QLD1,2026/07/06 09:15:00,6007.63,43.01,TRADE
QLD1,2026/07/06 09:20:00,5942.38,43.01,TRADE
QLD1,2026/07/06 09:25:00,5924.88,43.36,TRADE
QLD1,2026/07/06 09:30:00,5846.37,41.21,TRADE
QLD1,2026/07/06 09:35:00,5801.82,43.01,TRADE
QLD1,2026/07/06 09:40:00,5730.96,40.37,TRADE
QLD1,2026/07/06 09:45:00,5640.62,39.75,TRADE
QLD1,2026/07/06 09:50:00,5513.81,38.75,TRADE
QLD1,2026/07/06 09:55:00,5522.78,40.10,TRADE
QLD1,2026/07/06 10:00:00,5460.48,39.48,TRADE
QLD1,2026/07/06 10:05:00,5450.34,39.75,TRADE
QLD1,2026/07/06 10:10:00,5375.11,40.10,TRADE
QLD1,2026/07/06 10:15:00,5302,39.75,TRADE
QLD1,2026/07/06 10:20:00,5214.14,40.10,TRADE
QLD1,2026/07/06 10:25:00,5190.64,43.01,TRADE
QLD1,2026/07/06 10:30:00,5104.17,38.07,TRADE
QLD1,2026/07/06 10:35:00,5062.92,43.01,TRADE
QLD1,2026/07/06 10:40:00,5008.3,43.01,TRADE
QLD1,2026/07/06 10:45:00,4861.1,36.09,TRADE
QLD1,2026/07/06 10:50:00,4917.16,39.75,TRADE
QLD1,2026/07/06 10:55:00,4998.74,39.85,TRADE
QLD1,2026/07/06 11:00:00,4969.95,39.75,TRADE
QLD1,2026/07/06 11:05:00,4978.43,26.22,TRADE
QLD1,2026/07/06 11:10:00,5104.77,40.10,TRADE
QLD1,2026/07/06 11:15:00,5069.55,27.72,TRADE
QLD1,2026/07/06 11:20:00,5055.56,43.01,TRADE
QLD1,2026/07/06 11:25:00,5134.79,41.13,TRADE
QLD1,2026/07/06 11:30:00,5153.68,43.01,TRADE
